Analysis Time,Product Name,Product Code,Sample Type,Sample Number,Sample Comment,Instrument Name,Instrument Serial Number,Protein0%,Standard Deviation Protein0%,Min Protein0%,Max Protein0%,Residual Protein0%,Leverage Protein0%,Ref Protein0%,Moisture,Standard Deviation Moisture,Min Moisture,Max Moisture,Residual Moisture,Leverage Moisture,Ref Moisture,Starch0%,Standard Deviation Starch0%,Min Starch0%,Max Starch0%,Residual Starch0%,Leverage Starch0%,Ref Starch0%,Gluten0%,Standard Deviation Gluten0%,Min Gluten0%,Max Gluten0%,Residual Gluten0%,Leverage Gluten0%,Ref Gluten0%,Zeleny0%,Standard Deviation Zeleny0%,Min Zeleny0%,Max Zeleny0%,Residual Zeleny0%,Leverage Zeleny0%,Ref Zeleny0%,TW,Ref TW,Calibration type
10/27/2023 16:07,Field Peas II,60073677 PE,Normal,CW572_GP_2023_WP_Gr,,Infratec,91915904,21.36,1.37,20.324,24.668,0,0,,10.2,0.223,9.908,10.493,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:09,Field Peas II,60073677 PE,Normal,CW577_GP_2023_WP_Gr,,Infratec,91915904,22.01,1.052,20.506,23.934,0,0,,10.73,0.126,10.586,10.983,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:11,Field Peas II,60073677 PE,Normal,CW566_GP_2023_WP_Gr,,Infratec,91915904,23.65,1.172,21.829,25.199,0,1,,11.11,0.189,10.915,11.387,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:14,Field Peas II,60073677 PE,Normal,CW578_GP_2023_WP_Gr,,Infratec,91915904,21.43,1.029,20.426,23.838,0,0,,10.62,0.108,10.494,10.761,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:17,Field Peas II,60073677 PE,Normal,CW560_GP_2023_WP_Gr,,Infratec,91915904,22.64,0.917,21.105,24.334,0,0,,11.09,0.064,10.965,11.179,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:19,Field Peas II,60073677 PE,Normal,CW574_GP_2023_WP_Grample-0126,,Infratec,91915904,23,1.102,21.164,24.214,0,0,,10.72,0.131,10.542,10.932,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:22,Field Peas II,60073677 PE,Normal,CW561_GP_2023_WP_Gr,,Infratec,91915904,21.13,0.927,20.476,22.983,0,0,,11.22,0.071,11.102,11.319,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2023 16:24,Field Peas II,60073677 PE,Normal,CW579_GP_2023_WP_Gr,,Infratec,91915904,23.1,1.055,22.234,25.198,0,0,,10.91,0.1,10.785,11.036,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:16,Field Peas II,60073677 PE,Normal,CW583_GP_2023_WP_Gr,,Infratec,91915904,20.6,0.597,20.29,22.046,0,0,,10.33,0.082,10.181,10.46,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:19,Field Peas II,60073677 PE,Normal,CW591_GP_2023_WP_Gr,,Infratec,91915904,21.51,0.903,20.356,23.557,0,0,,10.82,0.092,10.676,10.954,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:21,Field Peas II,60073677 PE,Normal,CW585_GP_2023_WP_Gr,,Infratec,91915904,22.43,0.656,21.51,23.783,0,0,,10.36,0.055,10.289,10.475,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:24,Field Peas II,60073677 PE,Normal,CW595_GP_2023_WP_Gr,,Infratec,91915904,22.87,0.988,21.32,24.71,0,0,,11.02,0.133,10.775,11.222,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:26,Field Peas II,60073677 PE,Normal,CW580_GP_2023_WP_Gr,,Infratec,91915904,21.04,0.661,20.338,22.514,0,0,,10.93,0.08,10.779,11.033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:28,Field Peas II,60073677 PE,Normal,CW586_GP_2023_WP_Gr,,Infratec,91915904,22.68,0.956,21.243,24.467,0,0,,10.6,0.127,10.383,10.791,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:30,Field Peas II,60073677 PE,Normal,CW587_GP_2023_WP_Gr,,Infratec,91915904,22.44,1.45,20.448,24.704,0,0,,10.71,0.441,10.361,11.937,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:32,Field Peas II,60073677 PE,Normal,CW597_GP_2023_WP_Gr,,Infratec,91915904,21.4,1.067,20.449,23.833,0,0,,10.63,0.164,10.395,10.841,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:35,Field Peas II,60073677 PE,Normal,CW596_GP_2023_WP_Gr,,Infratec,91915904,21.31,0.977,20.34,23.367,0,0,,10.92,0.09,10.773,11.019,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:36,Instrument Calibration Product,STD,Standardization,,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wavelength calibration
10/30/2023 10:38,Field Peas II,60073677 PE,Normal,CW590_GP_2023_WP_Gr,,Infratec,91915904,21.93,1.127,20.644,24.247,0,0,,10.25,0.17,9.979,10.504,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:41,Field Peas II,60073677 PE,Normal,CW599_GP_2023_WP_Gr,,Infratec,91915904,23.6,1.71,21.185,25.488,0,0,,10.28,0.143,10.028,10.575,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:43,Field Peas II,60073677 PE,Normal,CW594_GP_2023_WP_Gr,,Infratec,91915904,21.95,1.295,20.49,25.165,0,0,,10.75,0.111,10.616,10.977,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:46,Field Peas II,60073677 PE,Normal,CW598_GP_2023_WP_Gr,,Infratec,91915904,21.45,0.839,20.302,22.91,0,0,,10.41,0.184,10.067,10.646,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:49,Field Peas II,60073677 PE,Normal,CW588_GP_2023_WP_Gr,,Infratec,91915904,20.42,0.909,18.765,22.123,0,0,,10.7,0.161,10.381,10.872,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:51,Field Peas II,60073677 PE,Normal,CW593_GP_2023_WP_Gr,,Infratec,91915904,22.21,1.427,20.358,25.431,0,0,,10.66,0.329,10.184,11.466,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:54,Field Peas II,60073677 PE,Normal,CW582_GP_2023_WP_Gr,,Infratec,91915904,20.95,0.732,20.29,22.266,0,0,,10.49,0.131,10.243,10.64,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:57,Field Peas II,60073677 PE,Normal,CW589_GP_2023_WP_Gr,,Infratec,91915904,20.09,0.508,18.746,20.333,0,0,,10.62,0.145,10.333,10.827,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 10:59,Field Peas II,60073677 PE,Normal,CW581_GP_2023_WP_Gr,,Infratec,91915904,20.7,0.528,20.279,21.562,0,0,,10.25,0.094,10.143,10.37,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:02,Field Peas II,60073677 PE,Normal,CW584_GP_2023_WP_Gr,,Infratec,91915904,22.85,1.219,21.804,25.303,0,0,,10.83,0.757,10.439,12.957,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:04,Field Peas II,60073677 PE,Normal,CW592_GP_2023_WP_Gr,,Infratec,91915904,22.64,0.516,22.164,23.904,0,0,,10.63,0.147,10.393,10.806,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:06,Field Peas II,60073677 PE,Normal,CW537_GP_2023_WP_Gr,,Infratec,91915904,20.84,0.621,20.129,21.815,0,0,,10.78,0.077,10.626,10.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:08,Field Peas II,60073677 PE,Normal,CW532_GP_2023_WP_Gr,,Infratec,91915904,20.72,0.35,20.322,21.351,0,1,,10.7,0.101,10.485,10.803,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:10,Field Peas II,60073677 PE,Normal,CW527_GP_2023_WP_Gr,,Infratec,91915904,21.36,0.738,20.142,22.278,0,0,,10.38,0.113,10.162,10.558,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:14,Field Peas II,60073677 PE,Normal,CW524_GP_2023_WP_Gr,,Infratec,91915904,22.29,1.24,20.863,24.543,0,0,,10.36,0.106,10.237,10.563,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:24,Field Peas II,60073677 PE,Normal,CW523_GP_2023_WP_Gr,,Infratec,91915904,21.51,0.542,20.842,22.28,0,0,,10.66,0.09,10.553,10.817,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:26,Field Peas II,60073677 PE,Normal,CW539_GP_2023_WP_Gr,,Infratec,91915904,21.55,1.356,20.411,25.083,0,0,,10.62,0.232,10.138,10.94,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:28,Field Peas II,60073677 PE,Normal,CW526_GP_2023_WP_Gr,,Infratec,91915904,23.3,1.018,22.335,25.712,0,0,,10.63,0.086,10.529,10.785,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:31,Field Peas II,60073677 PE,Normal,CW521_GP_2023_WP_Gr,,Infratec,91915904,21.31,0.744,20.319,22.312,0,0,,10.18,0.162,9.956,10.407,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 11:37,Field Peas II,60073677 PE,Normal,CW525_GP_2023_WP_Gr,,Infratec,91915904,21.04,0.791,20.211,22.223,0,0,,10.71,0.1,10.566,10.872,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 12:04,Field Peas II,60073677 PE,Normal,CW529_GP_2023_WP_Gr,,Infratec,91915904,21.06,0.586,20.41,22.155,0,0,,10.45,0.071,10.301,10.513,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 12:06,Field Peas II,60073677 PE,Normal,CW533_GP_2023_WP_Gr,,Infratec,91915904,21.14,1.499,20.276,25.202,0,0,,10.45,0.679,10.14,12.373,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 12:08,Field Peas II,60073677 PE,Normal,CW528_GP_2023_WP_Gr,,Infratec,91915904,21.44,0.857,20.322,22.27,0,0,,10.22,0.074,10.086,10.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 12:11,Field Peas II,60073677 PE,Normal,CW530_GP_2023_WP_Gr,,Infratec,91915904,22.84,1.048,21.372,24.189,0,0,,10.68,0.139,10.454,10.877,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 12:13,Field Peas II,60073677 PE,Normal,CW531_GP_2023_WP_Gr,,Infratec,91915904,21.44,0.738,20.48,22.312,0,0,,10.43,0.181,10.204,10.714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2023 12:16,Field Peas II,60073677 PE,Normal,CW538_GP_2023_WP_Gr,,Infratec,91915904,22.06,0.63,20.899,23.33,0,0,,10.75,0.121,10.566,10.901,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 9:55,Field Peas II,60073677 PE,Normal,CW516_GP_2023_WP_Gr,,Infratec,91915904,22.66,0.921,21.756,24.604,0,0,,10.28,0.062,10.209,10.403,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 9:58,Field Peas II,60073677 PE,Normal,CW515_GP_2023_WP_Gr,,Infratec,91915904,22.16,1.02,20.73,24.134,0,0,,10.39,0.13,10.225,10.613,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:02,Field Peas II,60073677 PE,Normal,CW514_GP_2023_WP_Gr,,Infratec,91915904,21.19,0.991,20.082,23.39,0,0,,10.7,0.098,10.559,10.842,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:05,Field Peas II,60073677 PE,Normal,CW504_GP_2023_WP_Gr,,Infratec,91915904,21.8,2.142,19.062,25.066,0,0,,10.2,0.326,9.8,10.963,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:08,Field Peas II,60073677 PE,Normal,CW507_GP_2023_WP_Gr,,Infratec,91915904,20.44,0.906,19.277,22.024,0,0,,11.04,0.061,10.917,11.12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:12,Field Peas II,60073677 PE,Normal,CW508_GP_2023_WP_Gr,,Infratec,91915904,20.17,0.906,19.097,21.863,0,0,,11.01,0.072,10.942,11.133,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:14,Field Peas II,60073677 PE,Normal,CW506_GP_2023_WP_Gr,,Infratec,91915904,20.89,1.506,19.551,24.813,0,0,,10.41,0.11,10.233,10.554,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:16,Field Peas II,60073677 PE,Normal,CW512_GP_2023_WP_Gr,,Infratec,91915904,21.57,1.616,19.237,25.2,0,0,,10.71,0.093,10.466,10.792,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:19,Field Peas II,60073677 PE,Normal,CW517_GP_2023_WP_Gr,,Infratec,91915904,22.55,1.785,19.245,25.667,0,0,,10.51,0.655,10.077,12.348,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:21,Field Peas II,60073677 PE,Normal,CW509_GP_2023_WP_Gr,,Infratec,91915904,21.51,0.855,20.248,22.623,0,0,,10.66,0.121,10.459,10.856,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:23,Field Peas II,60073677 PE,Normal,CW510_GP_2023_WP_Gr,,Infratec,91915904,20.61,0.572,20.229,21.993,0,0,,10.5,0.099,10.304,10.614,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:25,Field Peas II,60073677 PE,Normal,CW520_GP_2023_WP_Gr,,Infratec,91915904,20.03,0.495,18.797,20.365,0,0,,10.53,0.109,10.378,10.751,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:27,Field Peas II,60073677 PE,Normal,CW511_GP_2023_WP_Gr,,Infratec,91915904,20.15,0.499,19.264,20.786,0,0,,10.6,0.086,10.499,10.703,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:30,Field Peas II,60073677 PE,Normal,CW505_GP_2023_WP_Gr,,Infratec,91915904,20.88,0.809,20.025,22.276,0,0,,10.24,0.127,9.976,10.439,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:32,Field Peas II,60073677 PE,Normal,CW513_GP_2023_WP_Gr,,Infratec,91915904,20.85,0.955,19.846,22.292,0,0,,10.28,0.133,10.083,10.441,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:35,Field Peas II,60073677 PE,Normal,CW518_GP_2023_WP_Gr,,Infratec,91915904,20.22,0.729,19.036,21.492,0,0,,10.3,0.161,9.981,10.481,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:38,Field Peas II,60073677 PE,Normal,CW500_GP_2023_WP_Gr,,Infratec,91915904,20.87,1.12,19.547,23.176,0,0,,10.36,0.088,10.214,10.502,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:40,Field Peas II,60073677 PE,Normal,CW501_GP_2023_WP_Gr,,Infratec,91915904,21.51,1.019,20.162,23,0,0,,10.42,0.125,10.148,10.608,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:43,Field Peas II,60073677 PE,Normal,CW519_GP_2023_WP_Gr,,Infratec,91915904,20.41,0.289,20.174,21.099,0,0,,10.26,0.112,10.032,10.421,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:45,Beans and Pulses,60073716 FB,Normal,,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:48,Beans and Pulses,60073716 FB,Normal,7A_3_Lime_O_2023_GB_Gr,,Infratec,91915904,18.57,1.142,16.631,19.958,0,0,,10.04,0.415,9.018,10.57,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:50,Beans and Pulses,60073716 FB,Normal,7A_1_Lime_O_2023_GB_Gr,,Infratec,91915904,18.65,0.915,17.501,20.675,0,0,,10.85,0.316,10.287,11.391,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:52,Beans and Pulses,60073716 FB,Normal,7A_2_Lime_N_2023_GB_Gr,,Infratec,91915904,21.52,0.511,20.765,22.784,0,0,,10.6,0.296,9.941,10.98,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:53,Beans and Pulses,60073716 FB,Normal,7A_4_Lime_N_2023_GB_Gr,,Infratec,91915904,20.32,0.61,19.085,26.456,0,0,,11.03,0.485,6.9,11.923,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:55,Beans and Pulses,60073716 FB,Normal,7A_1_Lime_N_2023_GB_Gr,,Infratec,91915904,21.18,0.716,20.396,22.875,0,0,,10.43,0.303,9.8,10.831,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:57,Beans and Pulses,60073716 FB,Normal,5A_3_Lime_N_2023_GB_Gr,,Infratec,91915904,18.02,0.661,16.744,18.875,0,0,,10.3,0.335,9.847,11.016,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 10:59,Beans and Pulses,60073716 FB,Normal,7A_2_Lime_O_2023_GB_Gr,,Infratec,91915904,19.24,1.041,17.21,20.512,0,0,,10.74,0.443,9.949,11.4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:00,Beans and Pulses,60073716 FB,Normal,5A_4_Lime_N_2023_GB_Gr,,Infratec,91915904,18.76,0.836,18.005,20.744,0,0,,10.37,0.49,9.401,11.242,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:02,Beans and Pulses,60073716 FB,Normal,5A_2_Lime_N_2023_GB_Gr,,Infratec,91915904,19.91,0.749,18.812,21.61,0,0,,10.73,0.996,7.922,11.19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:03,Beans and Pulses,60073716 FB,Normal,7A_4_Lime_O_2023_GB_Gr,,Infratec,91915904,19.76,0.491,19.194,20.784,0,0,,10.9,0.153,10.688,11.192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:06,Beans and Pulses,60073716 FB,Normal,7A_3_Lime_N_2023_GB_Gr,,Infratec,91915904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:08,Beans and Pulses,60073716 FB,Normal,7A_3_Lime_N_2023_GB_Gr,,Infratec,91915904,19.17,0.911,17.609,20.297,0,0,,10.41,0.275,9.877,10.872,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:10,Beans and Pulses,60073716 FB,Normal,5A_1_Lime_N_2023_GB_Gr,,Infratec,91915904,19.31,0.438,18.757,20.126,0,0,,10.6,0.16,10.298,10.83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 11:13,Barley II,60073672 BA,Normal,1B_4_Lime_N_2023_SB_Gr,,Infratec,91915904,10.71,0.435,10.227,11.828,0,0,,11.28,0.124,11.114,11.555,0,0,,62.13,0.76,60.414,63.076,0,0,,,,,,,,,,,,,,,,50.78,,
11/2/2023 11:40,Barley II,60073672 BA,Normal,1B_2_Lime_O_2023_SB_Gr,,Infratec,91915904,11.45,0.187,11.198,11.755,0,0,,11.5,0.058,11.418,11.596,0,0,,61.23,0.382,60.725,61.886,0,0,,,,,,,,,,,,,,,,46.43,,
11/2/2023 11:44,Barley II,60073672 BA,Normal,1B_2_Lime_N_2023_SB_Gr,,Infratec,91915904,10.71,0.856,8.308,11.148,0,0,,11.41,0.091,11.235,11.521,0,0,,61.66,0.599,60.117,62.24,0,0,,,,,,,,,,,,,,,,47.91,,
11/2/2023 11:47,Barley II,60073672 BA,Normal,1B_1_Lime_O_2023_SB_Gr,,Infratec,91915904,12.26,0.229,11.893,12.594,0,0,,10.9,0.049,10.829,10.968,0,0,,62.01,0.646,60.733,62.819,0,0,,,,,,,,,,,,,,,,50.45,,
11/2/2023 11:49,Barley II,60073672 BA,Normal,1B_1_Lime_N_2023_SB_Gr,,Infratec,91915904,12.06,0.282,11.748,12.669,0,0,,11.13,0.033,11.084,11.196,0,0,,61.11,0.871,58.757,61.906,0,0,,,,,,,,,,,,,,,,48.03,,
11/2/2023 11:53,Barley II,60073672 BA,Normal,1B_3_Lime_N_2023_SB_Gr,,Infratec,91915904,10.98,0.114,10.833,11.171,0,0,,11.06,0.02,11.027,11.099,0,0,,62.28,0.61,61.133,63.132,0,0,,,,,,,,,,,,,,,,48.15,,
11/2/2023 11:55,Barley II,60073672 BA,Normal,1B_4_Lime_O_2023_SB_Gr,,Infratec,91915904,11.54,0.345,11.089,11.911,0,0,,10.88,0.127,10.698,11.121,0,0,,60.73,0.712,59.728,61.804,0,0,,,,,,,,,,,,,,,,45.96,,
11/2/2023 12:00,Barley II,60073672 BA,Normal,1B_3_Lime_O_2023_SB_Gr,,Infratec,91915904,12.38,0.29,11.926,12.878,0,0,,10.99,0.099,10.863,11.212,0,0,,60.65,0.453,59.801,61.21,0,0,,,,,,,,,,,,,,,,48.96,,
11/2/2023 12:02,Barley II,60073672 BA,Normal,5B_1_Lime_N_2023_SB_Gr,,Infratec,91915904,9.87,0.336,9.485,10.6,0,0,,11.4,0.061,11.304,11.494,0,0,,63.79,0.499,63.138,64.599,0,0,,,,,,,,,,,,,,,,53.63,,
11/2/2023 12:05,Barley II,60073672 BA,Normal,5B_4_Lime_N_2023_SB_Gr,,Infratec,91915904,8.76,0.351,7.819,9.126,0,0,,11.44,0.067,11.352,11.588,0,0,,64.39,0.438,63.476,64.914,0,0,,,,,,,,,,,,,,,,52.2,,
11/2/2023 12:08,Barley II,60073672 BA,Normal,5B_3_Lime_N_2023_SB_Gr,,Infratec,91915904,9.76,0.222,9.411,10.14,0,0,,11.35,0.079,11.256,11.5,0,0,,63.6,0.894,62.266,64.859,0,0,,,,,,,,,,,,,,,,53.43,,
11/2/2023 12:10,Barley II,60073672 BA,Normal,5B_3_Lime_O_2023_SB_Gr,,Infratec,91915904,10.16,0.273,9.638,10.529,0,0,,11.42,0.062,11.338,11.553,0,0,,63.72,0.793,62.118,64.999,0,0,,,,,,,,,,,,,,,,53.47,,
11/2/2023 12:12,Barley II,60073672 BA,Normal,5B_2_Lime_O_2023_SB_Gr,,Infratec,91915904,10.85,0.114,10.697,11.081,0,0,,11.66,0.073,11.566,11.778,0,0,,62.49,0.442,61.462,63.102,0,0,,,,,,,,,,,,,,,,51.34,,
11/2/2023 12:15,Barley II,60073672 BA,Normal,5B_4_Lime_O_2023_SB_Gr,,Infratec,91915904,9.53,0.176,9.368,9.875,0,0,,11.82,0.064,11.701,11.902,0,0,,64.08,0.438,63.516,64.69,0,0,,,,,,,,,,,,,,,,53.33,,
11/2/2023 12:17,Barley II,60073672 BA,Normal,5B_2_Lime_N_2023_SB_Gr,,Infratec,91915904,10.52,0.179,10.164,10.698,0,0,,11.33,0.071,11.232,11.468,0,0,,63.06,0.276,62.687,63.498,0,0,,,,,,,,,,,,,,,,53.3,,
11/2/2023 12:20,Barley II,60073672 BA,Normal,5B_1_Lime_O_2023_SB_Gr,,Infratec,91915904,9.82,0.221,9.434,10.185,0,0,,11.43,0.072,11.342,11.57,0,0,,63.83,0.869,61.871,64.676,0,0,,,,,,,,,,,,,,,,53.02,,
11/2/2023 13:04,Barley II,60073672 BA,Normal,7B_3_Lime_N_2023_SB_Gr,,Infratec,91915904,11.3,0.223,10.906,11.537,0,0,,11.31,0.074,11.221,11.462,0,0,,61.86,0.491,61.032,62.604,0,0,,,,,,,,,,,,,,,,48.85,,
11/2/2023 13:06,Barley II,60073672 BA,Normal,7B_2_Lime_O_2023_SB_Gr,,Infratec,91915904,10.71,0.386,10.22,11.39,0,0,,11.24,0.093,11.131,11.457,0,0,,62.1,0.959,60.438,63.484,0,0,,,,,,,,,,,,,,,,50.47,,
11/2/2023 13:09,Barley II,60073672 BA,Normal,7B_3_Lime_O_2023_SB_Gr,,Infratec,91915904,10.75,0.255,10.426,11.24,0,0,,11.37,0.057,11.311,11.454,0,0,,62.43,0.561,61.667,63.542,0,0,,,,,,,,,,,,,,,,50.74,,
11/2/2023 13:10,Barley II,60073672 BA,Normal,7B_2_Lime_N_2023_SB_Gr,,Infratec,91915904,9.5,0.469,8.368,10.071,0,0,,11.39,0.04,11.335,11.454,0,0,,63,0.887,61.736,64.453,0,0,,,,,,,,,,,,,,,,49.87,,
11/2/2023 13:12,Barley II,60073672 BA,Normal,7B_4_Lime_N_2023_SB_Gr,,Infratec,91915904,11.99,0.352,11.365,12.729,0,0,,11.39,0.103,11.278,11.574,0,0,,61.62,0.737,59.728,62.434,0,0,,,,,,,,,,,,,,,,49.81,,
11/2/2023 13:14,Barley II,60073672 BA,Normal,7B_4_Lime_O_2023_SB_Gr,,Infratec,91915904,12.59,0.451,12.016,13.37,0,0,,11.64,0.071,11.562,11.766,0,0,,61.24,0.68,59.684,61.99,0,0,,,,,,,,,,,,,,,,50.28,,
11/2/2023 13:16,Barley II,60073672 BA,Normal,7B_1_Lime_O_2023_SB_Gr,,Infratec,91915904,10.29,0.204,9.989,10.578,0,0,,11.17,0.034,11.123,11.218,0,0,,62.41,0.692,60.956,63.48,0,0,,,,,,,,,,,,,,,,48.84,,
11/2/2023 13:19,Beans and Pulses,60073716 FB,Normal,1A_4_Lime_O_2023_GB_Gr,,Infratec,91915904,18.58,1.193,16.906,20.646,0,0,,10.08,0.833,7.939,10.935,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:21,Beans and Pulses,60073716 FB,Normal,1A_1_Lime_N_2023_GB_Gr,,Infratec,91915904,17.17,0.653,16.194,25.574,0,0,,9.44,0.599,7.913,10.032,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:23,Beans and Pulses,60073716 FB,Normal,1A_3_Lime_N_2023_GB_Gr,,Infratec,91915904,17.71,0.914,16.146,21.199,0,0,,9.75,0.815,7.622,10.354,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:25,Beans and Pulses,60073716 FB,Normal,1A_2_Lime_N_2023_GB_Gr,,Infratec,91915904,16.3,0.763,15.316,22.34,0,0,,9.72,0.418,8.959,10.305,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:27,Beans and Pulses,60073716 FB,Normal,5A_1_Lime_O_2023_GB_Gr,,Infratec,91915904,25.5,0.795,24.44,27.138,0,0,,10.78,0.302,10.271,11.115,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:30,Beans and Pulses,60073716 FB,Normal,5A_4_Lime_O_2023_GB_Gr,,Infratec,91915904,18.76,0.713,17.863,20.351,0,0,,10.3,0.503,9.567,11.056,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023 13:32,Beans and Pulses,60073716 FB,Normal,5A_2_Lime_O_2023_GB_Gr,,Infratec,91915904,23.21,0.926,21.963,24.779,0,0,,10.68,0.268,10.304,11.039,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
